Id,price,host_is_superhost,host_total_listings_count,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,reviews_per_month
179,121,f,1,f,-33.84742761,151.2037298,Apartment,Entire home/apt,2,1,0,1,,,0,2,1125,0,,,,,,,,t,f,flexible,
180,65,f,8,f,-33.91391129,150.9121518,House,Private room,2,1,1,1,,,26,1,1125,0,,,,,,,,t,f,flexible,
181,317,f,25,f,-33.87387837,151.1929622,Apartment,Entire home/apt,7,2,3,4,,100,0,1,1125,7,100,10,10,10,10,10,10,t,f,flexible,5
182,60,f,2,f,-33.90470906,151.2100387,Apartment,Entire home/apt,4,2,2,2,200,0,0,2,8,2,100,10,9,10,10,10,10,f,f,flexible,2
183,100,t,1,f,-33.91601429,151.2450218,House,Private room,2,1,1,1,,30,0,2,14,23,98,10,10,10,10,10,10,f,f,flexible,0.83
184,150,t,10,t,-33.87064481,151.2261357,Apartment,Entire home/apt,2,1,0,1,750,100,0,3,1125,34,98,10,9,10,10,10,9,f,t,strict,1.51
185,65,f,1,t,-33.84360302,151.2064513,Apartment,Entire home/apt,2,1,0,2,300,0,35,3,15,3,100,10,10,10,10,10,10,t,f,flexible,0.24
186,188,f,38,t,-33.8247599,151.0874138,Apartment,Entire home/apt,4,2,2,2,,,0,5,1125,0,,,,,,,,f,f,flexible,
187,401,f,1,t,-33.62151758,151.338687,House,Entire home/apt,2,1,1,1,500,50,0,3,1125,0,,,,,,,,f,f,moderate,
188,235,f,156,t,-33.87564699,151.2050768,Apartment,Entire home/apt,5,2,2,3,1500,264,0,31,1125,17,91,10,9,9,9,10,9,f,f,strict,1.01
189,190,f,1,f,-33.88969343,151.2323516,Apartment,Private room,2,1,1,1,,50,0,3,1125,0,,,,,,,,f,f,flexible,
190,63,f,1,f,-33.8788681,151.2241776,House,Private room,1,1,1,1,,,0,5,1125,1,100,10,10,10,10,10,10,f,f,strict,0.04
191,49,f,15,t,-33.77098342,151.0711841,Timeshare,Private room,2,1,1,1,,,0,1,60,1,80,8,8,10,8,10,10,f,f,flexible,0.19
192,139,f,1,t,-33.86808009,151.2029061,Apartment,Private room,2,1.5,1,1,500,20,50,1,14,30,90,10,10,9,10,10,9,f,f,strict,4.09
193,311,f,4,f,-33.87745535,151.1966837,House,Entire home/apt,5,2,2,5,,,0,1,1125,0,,,,,,,,f,f,flexible,
194,150,f,1,f,-33.86300734,151.1775074,Apartment,Entire home/apt,1,1,1,2,,,40,1,1125,6,77,8,7,10,10,10,9,t,f,flexible,0.42
195,350,f,1,f,-33.88613575,151.2812733,Other,Entire home/apt,4,2.5,2,3,0,200,0,5,20,1,100,10,10,10,10,8,8,f,f,strict,1
196,85,f,1,f,-33.71285056,151.3005685,Apartment,Private room,2,1,1,1,150,35,50,2,1125,0,,,,,,,,f,f,flexible,
197,95,f,1,t,-33.87952281,151.2107342,Apartment,Private room,2,2,1,1,200,90,50,1,365,5,85,9,9,10,10,10,10,f,f,strict,0.13
198,139,f,2,t,-33.89766028,151.2153091,Apartment,Entire home/apt,2,1,1,1,1500,70,30,5,8,1,100,10,8,10,10,8,10,f,f,moderate,0.3
199,108,f,1,t,-33.89183608,151.2310977,House,Private room,2,1,1,1,400,,30,7,1125,0,,,,,,,,f,f,strict,
200,210,t,1,t,-33.86870685,151.2362158,Apartment,Entire home/apt,4,1,2,2,0,70,0,5,1125,44,98,10,10,10,10,10,10,f,f,moderate,2.55
201,150,f,5,f,-33.87884454,151.2065353,Apartment,Entire home/apt,3,1,2,2,300,50,20,1,1125,9,88,9,9,10,9,10,9,t,f,strict,2.45
202,89,f,1,t,-33.82368868,151.197831,Apartment,Private room,2,2,1,1,,7,0,2,60,5,100,10,10,10,10,10,10,t,f,flexible,0.39
203,80,f,1,t,-33.76066133,151.2944328,Apartment,Entire home/apt,2,1,1,1,0,50,0,1,31,23,93,9,10,10,10,10,10,f,f,flexible,1.37
204,160,f,21,f,-33.90351787,151.2110186,Apartment,Entire home/apt,4,2,2,2,500,110,20,2,1125,0,,,,,,,,f,f,strict,
205,175,f,3,t,-33.86664966,151.1665176,Apartment,Entire home/apt,4,1,1,1,0,175,25,2,1125,5,92,9,9,10,10,9,8,f,f,strict,0.13
206,401,f,1,t,-33.88583589,151.2774924,Apartment,Entire home/apt,4,1,2,2,500,,0,2,1125,0,,,,,,,,t,f,flexible,
207,150,f,2,t,-33.89454255,151.2683446,Apartment,Private room,2,2,1,1,0,60,0,1,30,3,100,10,10,10,10,10,10,t,f,strict,2.31
208,99,f,1,f,-33.88561671,151.2077298,Apartment,Private room,2,1,1,1,,,0,1,1125,3,100,10,10,10,10,10,10,f,f,moderate,1.67
209,126,t,2,f,-33.83016897,151.2165314,House,Entire home/apt,4,1,2,3,300,,0,1,1125,0,,,,,,,,f,f,flexible,
210,150,f,1,f,-33.9069145,151.1341085,House,Entire home/apt,5,1,2,4,,70,0,7,35,0,,,,,,,,t,f,flexible,
211,189,f,1,t,-34.03668403,151.1622432,Villa,Entire home/apt,4,1,2,2,,80,20,3,1125,8,100,10,10,10,10,10,10,f,f,strict,0.85
212,74,f,1,t,-33.88884233,151.2339425,Townhouse,Private room,2,2,1,1,,,0,5,1125,2,100,10,8,10,10,10,10,f,f,flexible,1.15
213,300,f,1,f,-33.78801194,151.2859741,Apartment,Entire home/apt,7,2,3,5,300,100,0,2,1125,63,95,9,9,10,10,10,9,f,f,strict,1.5
214,95,f,1,f,-33.77849259,151.1665622,Other,Entire home/apt,4,2,1,3,200,20,50,3,7,0,,,,,,,,f,f,flexible,
215,200,f,198,f,-33.92703153,151.1126714,House,Entire home/apt,8,2,4,7,250,390,0,3,1125,1,,,,,,,,t,f,strict,0.59
216,100,f,1,f,-33.78485713,151.1877999,Guest suite,Private room,2,1,0,1,0,25,10,1,1125,6,93,9,10,10,9,10,10,t,f,flexible,3.33
217,49,f,2,f,-33.97067087,151.1068175,Apartment,Private room,2,1,0,1,200,10,10,3,1125,0,,,,,,,,f,f,flexible,
218,56,f,2,f,-33.8991682,151.2155005,Apartment,Private room,1,1,1,1,130,15,15,1,1125,32,87,9,8,10,10,9,9,t,f,strict,1.26
219,100,f,1,f,-33.89222133,151.2523963,Apartment,Entire home/apt,2,1,1,1,0,10,0,2,1125,0,,,,,,,,f,f,moderate,
220,90,f,9,t,-33.90607012,151.2646711,Apartment,Entire home/apt,4,1,0,2,500,100,10,1,1125,92,95,10,10,10,10,10,9,f,t,strict,2.45
221,80,f,1,f,-33.87675248,151.2142376,Townhouse,Private room,2,1,1,1,,,0,2,5,12,97,10,9,10,10,10,10,f,f,flexible,1.93
222,185,f,1,f,-33.88450859,151.2817692,Apartment,Entire home/apt,4,1,1,2,,,0,2,1125,0,,,,,,,,t,f,strict,
223,115,f,1,t,-33.79913569,151.261643,Apartment,Entire home/apt,3,1,1,2,,,0,3,30,16,91,9,10,10,10,10,10,f,f,moderate,0.76
224,180,f,1,t,-33.88949017,151.2805185,Apartment,Entire home/apt,2,1,1,1,2400,,0,14,1125,0,,,,,,,,f,f,strict,
225,90,f,1,t,-33.88681237,151.2767084,House,Private room,2,1,1,2,0,35,0,1,1125,0,,,,,,,,f,f,flexible,
226,28,t,2,t,-33.77331149,151.1017581,House,Private room,1,2,1,1,125,25,0,7,28,3,100,10,10,10,10,10,10,f,f,moderate,0.14
227,68,t,1,f,-33.82905547,151.075853,Apartment,Private room,2,1,1,1,,,0,1,1125,7,97,10,10,9,10,9,10,t,f,flexible,3.5
228,80,f,1,t,-33.8463906,151.0223295,House,Private room,2,1,1,1,,10,0,1,1125,15,97,10,10,10,10,9,10,f,f,strict,0.64
229,200,f,1,f,-33.83830103,151.233587,Apartment,Entire home/apt,2,1,2,1,250,50,0,2,7,0,,,,,,,,f,f,flexible,
230,70,f,3,t,-33.90335355,151.2060735,House,Private room,2,1,1,1,0,15,0,2,31,5,100,10,10,10,10,10,10,t,f,flexible,5
231,75,f,1,f,-33.91338783,151.209664,Apartment,Entire home/apt,3,1,1,2,200,30,0,2,30,1,100,10,10,10,10,10,10,t,f,strict,1
232,62,f,1,f,-33.88810897,151.1784895,House,Private room,2,1,1,1,,,0,14,360,1,100,10,10,10,10,10,10,t,f,flexible,1
233,80,f,1,f,-33.89941406,151.2632635,House,Private room,2,1,1,1,200,20,40,3,14,0,,,,,,,,f,f,flexible,
234,150,f,1,t,-33.88653899,151.2118763,Apartment,Entire home/apt,4,1,2,2,0,60,12,7,1125,6,97,10,9,9,10,10,9,f,f,flexible,0.6
235,99,f,1,t,-33.87555985,151.2246318,Apartment,Entire home/apt,2,1,0,1,450,100,0,2,1125,40,93,10,9,10,10,10,9,t,f,strict,5.13
236,150,f,6,t,-33.86659207,151.2033382,Apartment,Entire home/apt,4,1,1,2,200,80,30,3,15,33,96,10,10,10,10,10,9,t,f,strict,3.55
237,48,t,1,f,-33.89148098,151.0661931,House,Private room,2,1.5,1,1,,6,8,1,1125,14,97,10,10,10,10,9,10,f,f,moderate,1.25
238,190,t,1,t,-33.89202233,151.2100648,House,Entire home/apt,4,1,2,2,200,70,20,3,1125,61,98,10,9,10,10,10,10,f,f,moderate,1.65
239,65,t,1,f,-33.82166574,151.2044063,House,Private room,2,1,1,1,,,10,2,1125,48,97,10,9,10,10,10,10,f,f,flexible,2.91
240,90,f,1,t,-33.8962179,151.2705194,Apartment,Private room,1,1,1,1,200,50,50,16,1125,0,,,,,,,,t,f,strict,
241,139,f,1,t,-33.88547935,151.2743869,Apartment,Entire home/apt,2,1,1,1,1500,120,0,5,26,0,,,,,,,,f,f,flexible,
242,36,f,3,t,-33.89040421,151.2797765,Other,Private room,2,1,1,1,400,50,0,7,1125,25,89,9,8,9,9,10,9,f,f,strict,1.01
243,60,f,16,f,-33.74280861,150.9381644,Bed & Breakfast,Private room,2,2,1,1,0,0,0,1,1125,1,80,10,8,10,10,10,10,f,f,flexible,0.6
244,401,f,1,f,-33.87051972,151.1974821,Apartment,Entire home/apt,4,2,2,3,400,150,0,2,42,17,100,10,10,10,10,10,10,t,t,strict,4.77
245,198,f,3,f,-33.8272449,151.2292691,Loft,Entire home/apt,4,1.5,2,2,600,125,0,2,1125,92,98,10,10,10,10,10,10,t,f,strict,2.45
246,75,f,2,f,-33.88130029,151.1804813,Townhouse,Private room,2,1,1,1,,10,20,1,1125,4,100,10,10,10,10,10,10,f,f,flexible,0.19
247,120,f,1,f,-33.88245012,151.2165788,Apartment,Entire home/apt,2,1,1,1,,,0,2,1125,4,100,10,9,10,10,10,10,t,f,flexible,0.83
248,80,f,1,t,-33.8881955,151.2825284,Apartment,Private room,2,1,1,1,,30,0,2,1125,0,,,,,,,,f,f,moderate,
249,120,f,1,t,-33.84201313,151.2129341,Apartment,Entire home/apt,2,1,0,1,800,75,0,3,1125,22,95,10,9,10,10,10,9,f,f,strict,1.43
250,79,f,1,t,-33.82009948,151.0553846,House,Private room,2,1,1,1,150,10,0,2,1125,1,60,8,10,8,10,6,8,f,f,moderate,0.71
251,300,f,1,f,-33.90620619,151.2255215,House,Entire home/apt,7,2,4,5,,150,0,1,1125,8,88,9,9,10,10,10,9,f,f,strict,0.4
252,245,f,21,f,-33.90113716,151.2115905,Apartment,Entire home/apt,4,1,2,2,,80,0,1,1125,1,100,10,10,10,10,8,10,t,f,flexible,1
253,126,f,1,f,-33.88969993,151.2634874,Apartment,Entire home/apt,5,2,2,2,200,60,25,2,1125,3,87,9,6,10,10,10,9,f,f,flexible,0.1
254,60,f,5,t,-33.86479792,151.1411553,House,Private room,1,2.5,1,1,200,10,45,1,1125,3,70,8,5,8,7,6,6,f,f,flexible,0.1
255,41,f,1,t,-33.88103146,151.2599736,Apartment,Entire home/apt,2,1,1,1,200,40,10,2,1125,6,88,10,8,10,10,10,9,t,f,strict,0.45
256,55,f,1,t,-33.8747754,151.2234237,Apartment,Private room,2,1.5,1,1,,40,20,2,18,0,,,,,,,,f,f,moderate,
257,330,f,1,f,-33.90072675,151.1824453,House,Entire home/apt,6,3,3,3,500,,0,6,1125,0,,,,,,,,f,f,strict,
258,90,f,2,t,-33.89480508,151.2468945,House,Private room,2,2,3,1,,,0,3,1125,9,89,9,9,10,10,10,9,f,f,strict,0.47
259,158,f,1,t,-33.90467321,151.1795012,House,Entire home/apt,4,1,2,2,,,0,7,1125,1,80,10,10,8,8,8,6,f,f,moderate,0.04
260,110,f,1,t,-33.90173053,151.1747019,Apartment,Entire home/apt,1,1,0,1,,,0,3,15,2,90,8,9,9,8,9,9,f,f,moderate,0.06
261,124,t,1,f,-33.90172338,151.1593468,Apartment,Entire home/apt,2,1,1,1,301,68,19,3,90,23,100,10,10,10,10,10,10,f,t,moderate,2.24
262,67,f,1,t,-33.89422457,151.2513039,House,Private room,1,1,1,1,350,35,0,2,5,2,100,10,10,10,10,10,10,f,f,flexible,0.16
263,100,f,2,f,-33.88875549,151.2776127,Apartment,Private room,2,1,1,2,,,0,1,1125,3,93,10,10,10,10,10,9,f,f,moderate,0.12
264,195,f,3,f,-33.94175568,151.1939441,House,Entire home/apt,5,1,3,4,0,0,0,1,1125,43,96,10,10,10,10,10,10,t,f,strict,8.32
265,85,f,1,t,-33.97901764,151.1380018,House,Private room,2,2,1,1,,,25,2,5,16,98,10,10,10,10,10,10,f,f,moderate,0.45
266,180,f,1,f,-33.8779638,151.2174766,Apartment,Entire home/apt,2,1,1,1,,,0,7,16,0,,,,,,,,t,f,flexible,
267,120,f,1,f,-33.88900268,151.2651763,Apartment,Entire home/apt,3,1,0,1,130,20,50,2,2,2,100,10,10,10,10,10,10,t,f,strict,0.78
268,401,f,5,t,-33.88959948,151.2699313,Apartment,Entire home/apt,4,2,2,2,,25,50,2,1125,2,60,7,6,9,6,8,6,f,f,strict,0.08
269,190,f,2,f,-33.89509576,151.2740518,Apartment,Entire home/apt,2,1,1,1,250,20,50,2,1125,3,100,10,10,10,10,10,9,f,f,strict,0.08
270,94,f,1,t,-33.88957921,151.2839343,Apartment,Private room,2,1,1,1,,30,0,7,18,2,90,10,8,10,10,10,10,t,f,moderate,0.29
271,170,f,198,f,-33.87568859,151.2063874,Apartment,Entire home/apt,2,1,0,1,250,170,0,3,1125,6,85,10,9,8,10,10,9,t,f,strict,2.31
272,105,f,3,t,-33.88782781,151.1984668,House,Private room,3,1,1,1,0,10,50,1,1125,32,94,10,9,10,10,10,9,f,f,flexible,1.88
273,150,t,17,t,-33.8828686,151.2105385,Apartment,Entire home/apt,2,1,0,1,0,70,20,2,1125,1,100,10,10,10,10,10,8,f,f,moderate,1
274,248,f,8,f,-33.90624068,151.2103405,Apartment,Entire home/apt,8,2,2,4,880,120,18,1,1125,1,80,6,6,10,10,8,8,t,f,strict,1
275,30,f,1,f,-33.89035677,151.2682132,Apartment,Shared room,1,1,1,1,,,0,1,30,0,,,,,,,,f,f,moderate,
276,250,f,1,f,-33.89386251,151.2734731,Apartment,Entire home/apt,2,2,2,2,,,150,1,40,0,,,,,,,,f,f,flexible,
277,199,f,27,f,-33.86838099,151.2032222,Apartment,Entire home/apt,4,1,1,3,,50,0,1,99,146,87,9,9,9,9,10,9,t,f,flexible,6.71
278,70,f,1,f,-33.91102221,151.2073892,Apartment,Private room,2,1,1,1,0,0,50,5,20,0,,,,,,,,f,f,flexible,
279,80,f,2,t,-33.90897549,151.1537139,Apartment,Private room,1,1,1,1,200,100,0,3,23,0,,,,,,,,t,f,moderate,
280,380,t,3,t,-33.8974524,151.2623475,Apartment,Entire home/apt,4,1,2,2,,60,0,5,1125,2,100,10,10,10,10,10,10,f,f,strict,0.17
281,115,f,1,f,-33.90788953,151.236469,Apartment,Entire home/apt,3,2,2,2,,,0,1,1125,0,,,,,,,,f,f,flexible,
282,49,f,1,t,-33.84781766,151.2040902,House,Private room,1,1,1,1,,20,0,2,7,3,100,10,10,10,10,10,10,f,f,flexible,0.17
283,150,f,1,f,-33.88610302,151.2112586,Apartment,Entire home/apt,4,1,1,1,130,89,10,1,1125,5,100,10,10,10,10,10,10,f,f,strict,1.07
284,131,f,2,t,-33.88463563,151.2169647,Apartment,Entire home/apt,2,1,0,1,350,50,0,1,1125,41,100,10,10,10,10,10,10,f,f,moderate,6.28
285,60,,,,-33.89292626,151.2634708,Apartment,Private room,2,1,1,1,,20,20,2,1125,1,100,10,10,10,10,10,10,f,f,flexible,0.04
286,139,f,39,t,-33.88708615,151.2148021,Apartment,Entire home/apt,2,1,1,1,500,175,0,3,1125,18,81,9,8,9,9,10,8,f,f,strict,0.8
287,150,f,2,f,-33.88344072,151.197778,Apartment,Private room,2,1.5,1,2,200,50,0,3,30,0,,,,,,,,t,f,strict,
288,221,f,1,t,-33.88977488,151.2818608,Apartment,Private room,3,1,0,1,,,0,1,28,0,,,,,,,,f,f,flexible,
289,280,f,1,f,-33.88112859,151.2489798,Apartment,Entire home/apt,3,1,2,2,0,100,0,2,7,0,,,,,,,,f,f,moderate,
290,49,f,1,t,-33.90032215,151.2554386,Apartment,Private room,2,1,1,1,,,0,1,1125,0,,,,,,,,f,f,flexible,
291,101,f,1,f,-33.90684899,151.2115035,Apartment,Entire home/apt,4,2,2,2,400,85,0,2,30,0,,,,,,,,t,f,flexible,
292,126,f,1,f,-33.88697857,151.1983476,Loft,Entire home/apt,4,1,1,3,,40,15,2,31,123,88,9,8,10,9,10,9,f,f,moderate,6.06
293,36,f,1,t,-33.79427745,151.1141343,House,Private room,2,1.5,1,1,,,19,1,12,1,100,10,10,10,10,6,10,t,f,moderate,0.08
294,250,f,1,t,-33.8863817,151.1820036,Apartment,Entire home/apt,2,1,1,1,,,0,8,1125,0,,,,,,,,t,f,flexible,
295,79,f,2,f,-33.78314086,151.1111923,House,Private room,2,1,1,2,,,0,1,1125,1,100,10,10,10,10,10,10,t,f,flexible,0.08
296,70,f,2,t,-33.8695969,151.2694805,Apartment,Private room,2,1,1,1,350,40,50,2,50,2,100,9,10,10,10,10,10,f,f,strict,0.36
297,200,f,4,f,-33.88499308,151.2013402,Apartment,Entire home/apt,4,1,0,2,,,0,1,1125,0,,,,,,,,f,f,flexible,
298,75,f,1,t,-33.78797319,151.248677,Bungalow,Entire home/apt,2,1,0,1,,,0,2,1125,3,100,10,10,10,10,10,10,f,f,moderate,3
299,110,f,1,t,-33.78163155,151.2874123,Apartment,Entire home/apt,3,1,2,2,,70,0,2,1125,4,95,10,10,10,10,10,9,f,f,moderate,0.25
300,41,f,1,f,-33.76845653,151.2935632,Apartment,Private room,2,1,1,1,,,0,1,1125,0,,,,,,,,f,f,flexible,
301,75,f,1,f,-33.80518318,150.973131,Townhouse,Private room,2,1,1,1,,,0,1,1125,0,,,,,,,,f,f,flexible,
302,115,f,1,f,-33.89513275,151.1684011,Apartment,Entire home/apt,2,1,1,1,500,,0,2,1125,32,90,9,9,10,10,10,9,f,f,moderate,0.64
303,139,f,1,t,-33.86003872,151.1657692,Apartment,Entire home/apt,2,2,1,1,,20,0,2,1125,5,92,10,9,10,10,10,10,f,f,strict,0.2
304,350,f,2,t,-33.89893009,151.1738935,Townhouse,Entire home/apt,6,1.5,3,3,6000,50,150,2,1125,0,,,,,,,,f,f,moderate,
305,281,f,2,t,-33.927288,151.2586532,House,Entire home/apt,8,2.5,4,6,500,250,80,4,30,2,100,10,10,10,10,10,10,f,f,strict,0.07
306,85,f,1,f,-33.89666827,151.2694444,Apartment,Entire home/apt,2,1,1,1,,,0,12,1125,0,,,,,,,,f,f,flexible,
307,60,f,1,f,-33.82362241,151.0892689,Condominium,Private room,2,1,2,2,,,0,1,1125,0,,,,,,,,t,f,flexible,
308,50,f,1,t,-33.88997478,151.2740191,Apartment,Private room,2,1,1,1,,,0,3,1125,1,80,8,8,6,8,10,8,t,f,flexible,0.17
309,110,f,3,t,-33.88745634,151.1983923,House,Private room,2,1,1,1,0,10,50,1,1125,0,,,,,,,,f,f,flexible,
310,346,f,91,t,-33.90472391,151.2686535,Apartment,Entire home/apt,4,1,2,2,1000,200,0,5,1125,0,,,,,,,,f,f,strict,
311,110,f,1,f,-33.87984207,151.2145323,Apartment,Entire home/apt,2,1,0,1,,,0,4,14,0,,,,,,,,t,f,flexible,
312,270,f,1,t,-33.81611476,151.2056322,House,Entire home/apt,6,2.5,3,4,1000,150,0,5,1125,1,100,10,10,10,10,10,10,f,f,moderate,0.04
313,319,f,20,t,-33.8819614,151.1988592,House,Entire home/apt,8,2,2,3,500,149,30,2,90,0,,,,,,,,f,f,strict,
314,170,f,1,t,-33.85141702,151.1365633,Apartment,Entire home/apt,3,2,2,2,,150,0,7,1125,1,80,8,10,10,10,10,10,f,f,flexible,0.03
315,139,f,2,t,-33.8911932,151.2084451,Townhouse,Private room,2,1,1,1,,,0,1,1125,0,,,,,,,,f,f,flexible,
316,80,f,1,f,-33.81117428,151.0074994,Apartment,Entire home/apt,2,1,1,1,,60,0,2,1125,2,80,10,10,10,10,10,10,t,f,flexible,0.52
317,150,f,1,t,-33.88277439,151.2198189,House,Entire home/apt,2,1,1,1,400,80,0,7,30,6,100,10,10,10,10,10,10,f,f,strict,0.84
318,80,f,1,f,-33.74364488,150.9943351,House,Private room,2,1,1,2,500,,25,14,1125,0,,,,,,,,f,f,moderate,
319,100,f,1,f,-33.78811303,151.2872499,Apartment,Private room,1,1.5,1,1,500,50,40,4,31,1,100,10,10,10,10,10,10,f,f,strict,1
320,150,f,2,t,-33.87667653,151.2146539,Apartment,Entire home/apt,4,1,1,2,,50,0,2,1125,9,88,9,9,10,10,10,9,f,f,strict,1.68
321,100,f,2,t,-33.9137209,151.2009608,Apartment,Private room,2,1,1,1,,,50,5,24,1,80,8,8,8,10,8,10,f,f,flexible,0.08
322,89,f,1,f,-33.95649198,151.0888823,House,Private room,2,1,1,1,300,20,20,2,1125,0,,,,,,,,f,f,moderate,
323,70,f,1,f,-33.98367275,151.1353193,Apartment,Private room,2,1,1,1,,20,0,1,1125,0,,,,,,,,f,f,moderate,
324,200,f,1,t,-33.89444008,151.2694536,Apartment,Entire home/apt,4,1,2,2,250,,0,1,15,3,100,10,10,10,10,10,10,f,f,strict,1.29
325,349,f,1,f,-33.81714762,151.2461343,Townhouse,Entire home/apt,5,2.5,3,3,,100,0,7,1125,0,,,,,,,,f,f,strict,
326,150,f,1,t,-33.88162311,151.2162851,Apartment,Entire home/apt,4,1,2,2,500,,0,3,1125,8,98,10,9,10,10,10,9,f,f,strict,0.23
327,210,f,19,t,-33.79712304,151.2856085,Apartment,Entire home/apt,4,1,1,1,0,55,35,3,89,1,100,8,8,10,10,10,10,f,f,strict,0.11
328,260,f,2,t,-33.88977104,151.2824749,Apartment,Entire home/apt,3,1,2,2,210,95,80,2,28,43,89,9,9,10,10,10,9,f,f,strict,0.7
329,75,f,1,f,-33.88771937,151.2729152,Apartment,Private room,2,1,1,1,300,50,25,3,1125,4,90,10,9,10,10,10,10,f,f,moderate,0.08
330,70,f,4,f,-33.8719158,151.08986,House,Private room,1,1.5,1,1,,,0,1,1125,0,,,,,,,,t,f,moderate,
331,110,f,2,f,-33.82108995,151.0531019,Apartment,Entire home/apt,4,1,0,4,500,75,0,2,1125,17,91,9,9,9,10,9,9,t,f,strict,3.45
332,229,f,1,f,-33.8911872,151.2632971,Apartment,Entire home/apt,5,3,3,3,500,150,0,7,1125,2,90,10,9,10,10,9,9,f,f,strict,0.07
333,179,f,27,t,-33.92199482,151.1857088,Apartment,Entire home/apt,6,1,2,3,0,150,0,2,1125,0,,,,,,,,t,f,strict,
334,300,f,1,t,-33.8879836,151.2662594,Apartment,Private room,2,1,1,1,500,100,0,5,1125,2,100,10,9,10,10,10,10,f,f,flexible,0.16
335,49,f,2,t,-33.81125075,151.1833362,Apartment,Private room,1,1,1,1,,,0,1,1125,0,,,,,,,,f,f,flexible,
336,401,f,1,f,-33.62218815,151.3366191,House,Entire home/apt,8,2,3,3,500,241,0,2,30,0,,,,,,,,f,f,strict,
337,401,f,1,t,-33.90552853,151.2064728,House,Entire home/apt,6,3.5,4,4,2000,150,100,3,1125,0,,,,,,,,f,f,moderate,
338,126,t,2,t,-33.88326936,151.1694224,Apartment,Entire home/apt,4,1,1,3,200,77,10,2,1125,12,97,10,10,10,10,10,9,f,f,strict,0.85
339,190,t,1,t,-33.65069968,151.3175378,Other,Entire home/apt,2,1,0,1,0,30,0,1,1125,27,100,10,10,10,10,10,10,f,f,moderate,2.15
340,150,t,3,t,-33.88385244,151.1783115,Apartment,Entire home/apt,2,1,1,1,250,35,0,3,28,48,99,10,10,10,10,10,10,f,f,moderate,2.04
341,139,f,1,f,-33.92397437,151.2453119,Apartment,Entire home/apt,4,1,2,2,,,0,1,1125,1,100,10,10,10,10,10,10,f,f,flexible,0.1
342,79,f,2,t,-33.85176382,151.1375978,Apartment,Private room,2,1,1,1,1000,0,0,4,1125,34,95,10,10,10,10,9,9,f,f,strict,0.84
343,75,t,1,t,-33.93950871,151.2596014,House,Private room,2,1,1,1,0,0,15,1,1125,179,98,10,10,10,10,10,10,f,f,moderate,6.39
344,179,f,2,t,-33.8919925,151.2460775,Apartment,Entire home/apt,3,1,1,1,400,80,50,2,180,29,95,10,9,10,10,10,10,f,f,strict,1
345,87,f,1,t,-33.85685215,151.0948891,Guesthouse,Entire home/apt,2,1,1,1,280,30,38,2,14,20,97,10,10,10,10,10,10,f,f,flexible,1.07
346,25,f,3,f,-33.89061161,151.1219656,Apartment,Shared room,2,1,1,2,,8,27,1,1125,0,,,,,,,,t,f,moderate,
347,110,f,1,t,-33.79100678,151.2852687,Apartment,Entire home/apt,2,1,1,1,500,50,0,3,1125,0,,,,,,,,f,f,flexible,
348,44,f,3,f,-33.93190844,151.2002427,House,Private room,2,1.5,1,1,,7,0,1,1125,0,,,,,,,,t,f,strict,
349,90,f,1,f,-33.91712996,151.2061535,Condominium,Private room,2,1,1,1,,,0,2,1125,0,,,,,,,,f,f,flexible,
350,280,f,2,t,-33.51421439,151.161334,House,Entire home/apt,8,1.5,4,4,400,150,0,2,365,46,94,9,9,10,10,9,9,t,f,strict,1.21
351,89,f,1,f,-33.88297381,151.2222587,Apartment,Entire home/apt,2,1,0,1,,100,0,90,121,3,93,9,9,10,10,10,10,f,f,moderate,0.12
352,280,f,3,t,-33.89778296,151.1849279,House,Entire home/apt,6,1.5,3,3,,50,0,2,1125,3,100,10,10,10,10,10,10,f,f,flexible,0.51
353,160,f,1,f,-33.78074715,151.1123469,Apartment,Entire home/apt,4,2,2,2,280,78,58,2,1125,4,100,10,10,10,10,10,10,t,f,flexible,1.12
354,171,f,2,f,-33.77430148,151.2720604,House,Entire home/apt,7,1.5,3,4,,50,0,7,1125,3,,,,,,,,t,f,moderate,0.48
355,221,f,1,t,-33.68916986,151.2932347,Apartment,Entire home/apt,5,2,3,3,,,0,5,14,1,,,,,,,,t,f,flexible,1
356,80,f,1,f,-33.89149656,151.1876373,Apartment,Private room,1,1,1,1,,,0,3,12,0,,,,,,,,t,f,flexible,
357,401,f,1,t,-33.88288853,151.2371056,House,Entire home/apt,4,1.5,2,2,,90,60,3,20,16,98,10,9,10,10,10,10,f,f,strict,0.47
358,98,f,1,f,-33.73724655,150.6510138,House,Private room,2,1,1,1,,,0,1,1125,0,,,,,,,,f,f,flexible,
359,300,f,1,t,-33.88516004,151.2798466,Apartment,Entire home/apt,5,2,3,3,1000,100,0,7,365,2,100,9,8,10,8,9,9,f,f,flexible,0.05
360,290,f,67,t,-33.87312913,151.2431687,Apartment,Entire home/apt,4,1,2,2,750,135,40,2,365,11,91,9,9,9,10,9,9,f,f,strict,0.89
